Ruda Œl¹ska;	50,2858001;	18,8747933
Rudnik nad Sanem;	50,4447917;	22,2438721
Rumia;	54,5700148;	18,3969008
Rybnik;	50,0955793;	18,5419933
Rychwa³;	52,0706234;	18,1668295
Rydu³towy;	50,058436;	18,4171831
Rydzyna;	51,7863742;	16,6673223
Ryglice;	49,8783327;	21,1380371
Ryki;	51,6266968;	21,935696
Rymanów;	49,576131;	21,8676433
Ryn;	53,9386839;	21,5440643
Rypin;	53,0672809;	19,4060273
Rzepin;	52,34432;	14,8382902
Rzeszów;	50,0374531;	22,0047174
Rzgów;	51,6626459;	19,4908076
Sandomierz;	50,6793066;	21,7495055
Sanniki;	52,33089;	19,86693
Sanok;	49,5609053;	22,207028
Sejny;	54,105725;	23,3496591
Serock;	52,5135193;	21,0731162
Sêdziszów;	50,564781;	20,0538047
Sêdziszów Ma³opolski;	50,0715996;	21,7007524
Sêpopol;	54,264716;	21,0146462
Sêpólno Krajeñskie;	53,4547434;	17,5348373
Sianów;	54,228188;	16,2942839
Siechnice;	51,0323875;	17,1507275
Siedlce;	52,1663751;	22,2765138
Siedliszcze;	51,1946235;	23,1648455
Siemianowice Œl¹skie;	50,3052029;	19,0275635
Siemiatycze;	52,4278979;	22,8627258
Sieniawa;	50,1780728;	22,6102155
Sieradz;	51,5942475;	18,7378774
Sieraków;	52,6517159;	16,0808316
Sierpc;	52,8529055;	19,6675433
Siewierz;	50,4710097;	19,2318901
Skalbmierz;	50,3170888;	20,3996843
Ska³a;	50,2303769;	19,853537
Skarszewy;	54,0717523;	18,4459951
Skaryszew;	51,3105682;	21,2523856
Skar¿ysko-Kamienna;	51,1138821;	20,857883
Skawina;	49,9747508;	19,8265702
Skêpe;	52,8671562;	19,3465204
Skierniewice;	51,9568581;	20,1430044
Skoczów;	49,7999039;	18,7877583
Skoki;	52,6725926;	17,1531343
Skórcz;	53,79455;	18,52432
Skwierzyna;	52,5967483;	15,5010958
S³awa;	51,8807001;	16,0702499
S³awków;	50,2984547;	19,3898475
S³awno;	54,3629824;	16,6789071
S³omniki;	50,2403739;	20,0811369
S³ubice;	52,3557481;	14,5662367
S³upca;	52,2872924;	17,8713612
S³upsk;	54,4649331;	17,028073
Sobótka;	50,8990885;	16,7445705
Sochaczew;	52,2296562;	20,2379379
Sochocin;	52,6898865;	20,4707992
Soko³ów Ma³opolski;	50,2311643;	22,1189272
Soko³ów Podlaski;	52,4081717;	22,2525679
Sokó³ka;	53,4049183;	23,4995562
Solec Kujawski;	53,0791965;	18,2246086
Solec nad Wis³¹;	51,1349963;	21,765376
Sompolno;	52,3884355;	18,5030075
Sopot;	54,4447922;	18,5684902
Sosnowiec;	50,2780834;	19,1342944
Soœnicowice;	50,2722844;	18,5298588
Stalowa Wola;	50,5653105;	22,0644075
Starachowice;	51,0518865;	21,0761377
Stargard;	53,3379935;	15,0350493
Starogard Gdañski;	53,9671805;	18,532113
Stary S¹cz;	49,5640268;	20,6366235
Staszów;	50,5612276;	21,1677849
Stawiski;	53,3798382;	22,1548937
Stawiszyn;	51,9182364;	18,1115413
St¹porków;	51,1380145;	20,5573073
Stepnica;	53,651453;	14,6299527
Stêszew;	52,2793539;	16,6999331
Stoczek £ukowski;	51,9617406;	21,9697078
Stopnica;	50,4382587;	20,9385676
Stronie Œl¹skie;	50,2916337;	16,8736919
Strumieñ;	49,9171995;	18,7634908
Stryków;	51,9009447;	19,6036969
Strzegom;	50,9601066;	16,3462134
Strzelce Krajeñskie;	52,8785255;	15,5325925
Strzelce Opolskie;	50,5109033;	18,3004547
Strzelin;	50,78092;	17,0683947
Strzelno;	52,6301742;	18,1733807
Strzy¿ów;	49,8702087;	21,7856291
Sucha Beskidzka;	49,74079;	19,5905975
Suchañ;	53,2799427;	15,3188331
Suchedniów;	51,0472338;	20,8386652
Suchowola;	53,578557;	23,1058224
Sulechów;	52,0854782;	15,6259091
Sulejów;	51,3549202;	19,8890802
Sulejówek;	52,2467992;	21,282523
Sulêcin;	52,4413768;	15,1161501
Sulmierzyce;	51,6064157;	17,5278074
Su³kowice;	49,8408265;	19,8012137
Supraœl;	53,2100391;	23,3360728
Sura¿;	52,9491665;	22,9563836
Susz;	53,7166619;	19,3385289
Suwa³ki;	54,0990636;	22,9279363
Swarzêdz;	52,4103728;	17,0771038
Syców;	51,30998;	17,72354
Szadek;	51,69175;	18,97703
Szamocin;	53,0294857;	17,1232969
Szamotu³y;	52,6120328;	16,5831241
Szczawnica;	49,4266299;	20,4761439
Szczawno-Zdrój;	50,8066959;	16,2540971
Szczebrzeszyn;	50,6946972;	22,9786754
Szczecin;	53,4301818;	14,5509623
Szczecinek;	53,708021;	16,6943922
Szczekociny;	50,6259216;	19,8194681
Szczucin;	50,3090256;	21,075161
Szczuczyn;	53,5629982;	22,2855495
Szczyrk;	49,7165976;	19,0254613
Szczytna;	50,4169281;	16,4408185
Szczytno;	53,565489;	20,991589
Szepietowo;	52,8712982;	22,5474331
Szklarska Porêba;	50,8275855;	15,5211659
Szlichtyngowa;	51,7140748;	16,2445989
Szprotawa;	51,5650714;	15,5367584
Sztum;	53,9198663;	19,0305384
Szubin;	53,0117503;	17,7439402
Szyd³owiec;	51,2238922;	20,8575141
Szyd³ów;	50,5907684;	21,0045698
Œcinawa;	51,4165346;	16,4259732
Œlesin;	52,37082;	18,30593
Œmigiel;	52,012744;	16,5271118
Œrem;	52,0893322;	17,0156809
Œroda Œl¹ska;	51,1638949;	16,5942505
Œroda Wielkopolska;	52,2284266;	17,277827
Œwi¹tniki Górne;	49,9346365;	19,9524965
Œwidnica;	50,8424835;	16,4870549
Œwidnik;	51,2204629;	22,6998639
Œwidwin;	53,7747044;	15,7773514
Œwiebodzice;	50,859573;	16,3196056
Œwiebodzin;	52,2498357;	15,5324973
Œwiecie;	53,4072518;	18,4455253
Œwieradów-Zdrój;	50,9093388;	15,3332153
Œwierzawa;	51,0147404;	15,8948997
Œwiêtoch³owice;	50,2854551;	18,9308513
Œwinoujœcie;	53,9097477;	14,2510703
Tarczyn;	51,9802935;	20,8339613
Tarnobrzeg;	50,5715277;	21,6704871
Tarnogród;	50,361309;	22,7419384
Tarnowskie Góry;	50,4445194;	18,8554757
Tarnów;	50,0123784;	20,9880739
Tczew;	54,0869532;	18,8000293
Terespol;	52,0756167;	23,6133645
T³uszcz;	52,4301697;	21,4355074
Tolkmicko;	54,3202314;	19,5269874
Tomaszów Lubelski;	50,4573288;	23,4170362
Tomaszów Mazowiecki;	51,5316918;	20,0084195
Toruñ;	53,0102721;	18,6048094
Torzym;	52,3138586;	15,0828279
Toszek;	50,4551063;	18,5180604
Trzcianka;	53,0417582;	16,4610993
Trzciel;	52,365166;	15,873213
Trzciñsko-Zdrój;	52,9660381;	14,6075982
Trzebiatów;	54,0627026;	15,2657157
Trzebinia;	50,1597686;	19,4709097
Trzebnica;	51,3096424;	17,062596
Trzemeszno;	52,5600669;	17,8208936
Tuchola;	53,5880901;	17,8590414
Tuchów;	49,895219;	21,0538362
Tuczno;	53,194419;	16,1548235
Tuliszków;	52,0770973;	18,294932
Tu³owice;	50,5954195;	17,6533063
Turek;	52,01595;	18,50191
Tuszyn;	51,60308;	19,54454
Twardogóra;	51,364557;	17,469599
Tychowo;	53,92866;	16,25668
Tychy;	50,114397;	18,9965933
Tyczyn;	49,9637919;	22,0336719
Tykocin;	53,207646;	22,7730188
Tyszowce;	50,6172008;	23,6982172
Ujazd;	50,3892513;	18,3504502
Ujœcie;	53,0531546;	16,7324266
Ulanów;	50,4904352;	22,2625676
Uniejów;	51,9741302;	18,793245
Urzêdów;	50,9939046;	22,1435756
Ustka;	54,5811254;	16,8612962
Ustroñ;	49,7181505;	18,8028338
Ustrzyki Dolne;	49,4301874;	22,5877003
Wadowice;	49,8834484;	19,4925345
Wa³brzych;	50,7659054;	16,2825424
Wa³cz;	53,269745;	16,4670655
Warka;	51,7850969;	21,1833835
Warszawa;	52,2319581;	21,0067249
Warta;	51,7081927;	18,6250791
Wasilków;	53,198684;	23,2056777
W¹brzeŸno;	53,2799665;	18,947293
W¹chock;	51,073812;	21,0116897
W¹growiec;	52,8071754;	17,1973241
W¹sosz;	51,5641;	16,69307
Wejherowo;	54,6026348;	18,247934
Wêgliniec;	51,2871203;	15,2241355
Wêgorzewo;	54,2138162;	21,7416569
Wêgorzyno;	53,5411822;	15,5602398
Wêgrów;	52,3989231;	22,0174472
Wi¹zów;	50,8138794;	17,2017238
Wielbark;	53,3984244;	20,9462724
Wieleñ;	52,8943347;	16,1712847
Wielichowo;	52,1182673;	16,3521384
Wieliczka;	49,9823773;	20,0602114
Wieluñ;	51,2205345;	18,5701081
Wieruszów;	51,2951647;	18,1510623
Wiêcbork;	53,3525453;	17,4873925
Wilamowice;	49,9167395;	19,1524707
Wiskitki;	52,0868993;	20,3832461
Wis³a;	49,6523647;	18,8709256
Wiœlica;	50,3484831;	20,6745381
Witkowo;	52,4395881;	17,7725138
Witnica;	52,6729399;	14,8972121
Wleñ;	51,0168814;	15,6744645
W³adys³awowo;	54,7901316;	18,4087342
W³oc³awek;	52,6605543;	19,0720627
W³odawa;	51,5466412;	23,553219
W³oszczowa;	50,8520727;	19,9667772
Wodzis³aw;	50,5211403;	20,1909163
Wodzis³aw Œl¹ski;	50,0024107;	18,4630383
Wojcieszów;	50,9516542;	15,9217422
Wojkowice;	50,3652915;	19,0366218
Wojnicz;	49,9573496;	20,8364048
Wolbórz;	51,5036311;	19,830319
Wolbrom;	50,3848386;	19,7598844
Wolin;	53,843788;	14,6157008
Wolsztyn;	52,11725;	16,1126622
Wo³czyn;	51,0190253;	18,049603
Wo³omin;	52,3468689;	21,2420179
Wo³ów;	51,3363841;	16,6486903
WoŸniki;	50,58757;	19,05677
Wroc³aw;	51,1089776;	17,0326689
Wronki;	52,7101225;	16,3742272
Wrzeœnia;	52,3250694;	17,5652282
Wschowa;	51,8038354;	16,3172771
Wyrzysk;	53,1569822;	17,2627004
Wysoka;	53,1829333;	17,0797137
Wysokie Mazowieckie;	52,9154988;	22,5131199
Wyszków;	52,5928035;	21,4584581
Wyszogród;	52,3883717;	20,1913084
Wyœmierzyce;	51,6251076;	20,8119331
Zab³udów;	53,0147671;	23,3379526
Zabrze;	50,3086154;	18,7863749
Zagórów;	52,16899;	17,90016
Zagórz;	49,5098822;	22,2632894
Zakliczyn;	49,8564352;	20,8086652
Zaklików;	50,7554368;	22,1020214
Zakopane;	49,2969446;	19,950659
Zakroczym;	52,4333534;	20,6116771
Zalewo;	53,8458768;	19,606118
Zambrów;	52,98552;	22,24117
Zamoœæ;	50,7170854;	23,2525711
Zator;	49,9963053;	19,4376782
Zawadzkie;	50,6065834;	18,4801284
Zawichost;	50,8074312;	21,8523835
Zawidów;	51,0257493;	15,0610053
Zawiercie;	50,4844179;	19,4333887
Z¹bki;	52,2934961;	21,1157408
Z¹bkowice Œl¹skie;	50,5892698;	16,8111518
Zb¹szynek;	52,2435002;	15,8139047
Zb¹szyñ;	52,2501028;	15,9209286
Zduny;	51,6463268;	17,377617
Zduñska Wola;	51,6028615;	18,9333201
Zdzieszowice;	50,4202928;	18,1193187
Zelów;	51,4652772;	19,2184947
Zgierz;	51,8559434;	19,4056443
Zgorzelec;	51,1476999;	15,0079028
Zielona Góra;	51,9383777;	15,5050408
Zielonka;	52,310847;	21,1523199
Ziêbice;	50,6007752;	17,0405633
Z³ocieniec;	53,5310697;	16,0120665
Z³oczew;	51,4175117;	18,6059007
Z³otoryja;	51,1234907;	15,9165146
Z³otów;	53,3631938;	17,034694
Z³oty Stok;	50,445143;	16,8765836
Zwierzyniec;	50,6145878;	22,9706317
Zwoleñ;	51,3564745;	21,5844652
¯abno;	50,1335155;	20,8859257
¯agañ;	51,6148068;	15,3203721
¯arki;	50,6259563;	19,3645599
¯arów;	50,9438416;	16,4923538
¯ary;	51,6385162;	15,1422487
¯elechów;	51,8096724;	21,895505
¯erków;	52,0687117;	17,5633599
¯migród;	51,4717386;	16,9082719
¯nin;	52,848462;	17,7218791
¯ory;	50,0454961;	18,6943479
¯ukowo;	54,3458564;	18,3650087
¯uromin;	53,0671703;	19,9078353
¯ychlin;	52,2440088;	19,6260932
¯yrardów;	52,0543308;	20,4435009
¯ywiec;	49,6890338;	19,20305
